num,titulo_empleo,descripcion_empleo,etiquetas_empleo
10,"
Desarrollador. - Immediate Start
","We are looking for an experienced Desarrollador. to join our passionate team at Plus Services S.A. in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Desarrollador. is an amazing opportunity to develop exceptional skills.If you are strong in creativity, cooperation and have the right drive for the job, then apply for the position of Desarrollador. at Plus Services S.A. today!Importante empresa Multilatina se encuentra en búsqueda de Desarrollador en la ciudad de Guayaquil. con conocimiento en: - PHP, nivel avanzado - Laravel, deseable - MySQL, nivel avanzado - Javascript/jQuery, nivel avanzado - Manejo de software de control de versiones (Git) Formación: carrera en sistemas, computación o afines Experiencia: - Programador senior con al menos 3 años realizando desarrollo de sistemas en lenguaje php, así como experiencia en tecnologías de frontend: HTML, CSS y Javascript - Experiencia en trabajos de integración y uso de APIs/Web services Benefits of working as a Desarrollador. in Guayaquil, Guayaquil (canton):● Excellent benefits● Company offers career progression opportunities● Attractive package",Plus Services S.A.
11,"
Desarrollador(A) Jr - Quito. - Get Hired Fast
","We are hiring a confident Desarrollador(A) Jr - Quito. to join our incredible team at HeadHunting Consultores in Quito, Quito (canton).Growing your career as a Full Time Desarrollador(A) Jr - Quito. is an amazing opportunity to develop exceptional skills.If you are strong in persuasion, critical thinking and have the right personality for the job, then apply for the position of Desarrollador(A) Jr - Quito. at HeadHunting Consultores today!Empresa de Desarrollo de Software, requiere incorporar un(a) Desarrollador(a) Jr bajo el siguiente perfil: - Profesional titulado en Ingeniería de Sistemas - Experiencia mínima de 1 año en procesos de programación y/o desarrollo - Conocimeinto y destreza en lenguajes pricipalmente PHP. Java, JavaScript - Habilidad en manejo de base datos SQL, SQL Server - Orientación al cumplimiento de metas y objetivos - Dsiponibilidad inmediata (de preferencia) La empresa ofrece un paquete económico de $600 Benefits of working as a Desarrollador(A) Jr - Quito. in Quito, Quito (canton):● Learning opportunities● Advancement opportunities● Competitive salary",Headhunting Consultores
12,"
Programador PHP Javascript para empresa de Software - Urgent Hiring
","We are on the lookout for a confident Programador PHP Javascript para empresa de Software to join our awesome team at TicketFacil in Quito, Quito (canton).Growing your career as a Full Time Programador PHP Javascript para empresa de Software is an incredible opportunity to develop exceptional skills.If you are strong in planning, adaptability and have the right personality for the job, then apply for the position of Programador PHP Javascript para empresa de Software at TicketFacil today!Empresa de Software requiere programadores para su equipo de desarrollo de software. Se requiere profesionales con experiencia o sin experiencia en desarrollo de software en PHP, HTML, JAVASCRIPT y SQL. Es indispensable que los postulantes les encante programar y que tengan disponibilidad inmediata para iniciar a trabajar en la empresa.
Se ofrece horarios flexibles y un paquete de remuneración competitivo. El trabajo es de manera presencial. Una ves hecha la solicitud la persona encargada los contactara y les indicara lo necesario para programar una entrevista
Bolsa de trabajo Ecuador ofrecemos puesto de Programador PHP Javascript para el sector de Informática Telecomunicaciones en la empresa TicketFacil de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Tiempo Completo.
Benefits of working as a Programador PHP Javascript para empresa de Software in Quito, Quito (canton):● Company offers great benefits ● Advancement opportunities● Competitive salary",Ticketfacil
13,"
Programador PHP /Javascript para empresa de Software. - Hiring Immediately
","We are searching for a brilliant Programador PHP /Javascript para empresa de Software. to join our exceptional team at TicketFacil in Quito, Quito (canton).Growing your career as a Full Time Programador PHP /Javascript para empresa de Software. is an amazing opportunity to develop productive skills.If you are strong in planning, people management and have the right initiative for the job, then apply for the position of Programador PHP /Javascript para empresa de Software. at TicketFacil today!Empresa de Software requiere programadores para su equipo de desarrollo de software. Se requiere profesionales con experiencia o sin experiencia en desarrollo de software en PHP, HTML, JAVASCRIPT y SQL. Es indispensable que los postulantes les encante programar y que tengan disponibilidad inmediata para iniciar a trabajar en la empresa. Se ofrece horarios flexibles y un paquete de remuneración competitivo. El trabajo es de manera presencial. Una ves hecha la solicitud la persona encargada los contactara y les indicara lo necesario para programar una entrevista Benefits of working as a Programador PHP /Javascript para empresa de Software. in Quito, Quito (canton):● Company offers great benefits ● Company offers career progression opportunities● Competitive salary",Ticketfacil
14,"
Analista y desarrollador de software Tecnología - Urgent Hire
","We are looking for a focused Analista y desarrollador de software Tecnología to join our all-star team at LATINUS E PROFESSIONAL BUSINESS S.A. in Quito, Quito (canton).Growing your career as a Full Time Analista y desarrollador de software Tecnología is a great opportunity to develop relevant skills.If you are strong in creativity, critical thinking and have the right initiative for the job, then apply for the position of Analista y desarrollador de software Tecnología at LATINUS E PROFESSIONAL BUSINESS S.A. today!Creación de código limpio y eficiente basado en las especificaciones
Pruebas y despliegue de programas y sistemas
Reparación y mejora del software existente
Integrar los componentes del software con los programas de terceros
Verificar y desplegar programas y sistemas
Solucionar problemas, depurar y actualizar el software existente
Recomendar y realizar mejoras
Crear documentación técnica para referencia e informes
Bolsa de trabajo Ecuador ofrecemos puesto de Analista y desarrollador de software para el sector de Informática Telecomunicaciones en la empresa LATINUS E PROFESSIONAL BUSINESS S.A. de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Tiempo Completo.
Benefits of working as a Analista y desarrollador de software Tecnología in Quito, Quito (canton):● Learning opportunities● Advancement opportunities● Competitive salary",Latinus E- Professional Business S.A.
15,"
Centra Movil // Personal Call Center. - Hiring Now
","We are looking to hire a driven Centra Movil // Personal Call Center. to join our exceptional team at Confidencial in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Centra Movil // Personal Call Center. is a fantastic opportunity to develop useful skills.If you are strong in planning, creativity and have the right experience for the job, then apply for the position of Centra Movil // Personal Call Center. at Confidencial today!OPORTUNIDAD LABORAL: Solicitamos personal con o sin experiencia para la distribución de servicios móviles. Sueldo fijo + comisiones. Contratación inmediata. Benefits of working as a Centra Movil // Personal Call Center. in Guayaquil, Guayaquil (canton):● Company offers great benefits ● Advancement opportunities● Advantageous package",Confidencial
16,"
IT and Web Developer - Hiring Now
","We are searching for a driven IT and Web Developer to join our awesome team at Tormeka in Teletrabajo.Growing your career as a Full Time IT and Web Developer is an incredible opportunity to develop productive skills.If you are strong in people management, communication and have the right experience for the job, then apply for the position of IT and Web Developer at Tormeka today!  RESPONSIBILITIES Develop company websites, including researching and developing strategies for Search Engine Optimization (SEO) optimization, User Interface (UI), and other features. Designing, building and maintaining website and software applications. Editing, writing, updating or designing online content, and directing team members who produce content. Creating effective AdWords campaigns and email campaigns in conjunction with the Advertising Department. Managing digital marketing plans that will increase web traffic and customer engagement. Updating and maintaining company blogs and directing website updates. Maintaining an understanding of the latest Web applications and programming practices through education, study, and participation in conferences, workshops, and groups. Assisting the IT Manager with the delivery of all aspects of ongoing IT development. Providing IT support to internal staff. Identifying problems uncovered by customer feedback and testing, and correcting or referring problems to appropriate personnel for correction. REQUIREMENTS Completed Information and Communication Technology (ICT) related degree (EQF level 6 or higher). Having 3+ years of experience in Digital marketing and SEO and how SEO improvements can boost our web traffic. Having 3+ years of experience in administrating WordPress and Magento or other CMS solutions. Having 3 years experience in Mail Administration, MS Office, PC troubleshooting, remote access management. Having an understanding of SQL Databases would be considered an asset. Having a willingness to persevere when there is a problem. The IT and Web Developer has to offer strong technical support and assistance to troubleshoot one or more issues that may occur. Be able to work on your initiative where necessary, as well as in a team. Be able to thrive in a fast-paced environment. Providing advanced knowledge of Excel and Photoshop is an advantage. Having an aptitude for communicating effectively with non-technical staff to determine internal IT issues. Working hours (Central European Time): Monday to Thursday: 8am to 5pm Friday: 8am to 3pm Starting salary: 400 Euros per month  Apply for this IT and Web Developer position Benefits of working as a IT and Web Developer in Teletrabajo:● Company offers great benefits ● Company offers career progression opportunities● Competitive salary",Tormeka
17,"
Desarrollador React Senior Trabajo Remoto Ref. 0169S - Get Hired Fast
","We are looking to hire a hardworking Desarrollador React Senior Trabajo Remoto Ref. 0169S to join our all-star team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Desarrollador React Senior Trabajo Remoto Ref. 0169S is a fantastic opportunity to develop productive skills.If you are strong in problem-solving, project management and have the right mindset for the job, then apply for the position of Desarrollador React Senior Trabajo Remoto Ref. 0169S at BairesDev SA today!BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y clientes de talla mundial, somos tan fuertes como los equipos multiculturales en el corazón de nuestra empresa lo sean. Con el fin de entregar a nuestros clientes soluciones de la más alta calidad con consistencia, únicamente contratamos al 1 más destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantes.
Sobre la posición
Ser un Desarrollador React Senior en nuestro equipo de Desarrollo es ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La Innovación es también el corazón de la estrategia en BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser un experto en tu stack tech en React, entonces probablemente seas uno de esos talentos únicos que estamos buscando para formar parte de nuestro equipo.
En esta posición, afrontarás numerosos retos técnicos, por lo que deberás utilizar las tecnologías actuales, involucrarse en el mundo de los móviles, las aplicaciones web, dispositivos, etc.
Actividades Principales
Diseñar soluciones prácticas para resolver problemas.
Participar en las revisiones de código y pruebas.
Proporcionar la tecnología para una plataforma que facilite las solicitudes mensuales.
Trabajar con Big Data y análisis predictivo en un sistema distribuido.
Colaborar con el equipo de Desarrollo, Product Owners, servicios al cliente, a fin de innovar y ejecutar tareas.
Qué Buscamos
5 años de experiencia en React.
5 años de experiencia en desarrollo Frontend con sólidas habilidades en JavaScript, CSS3 y HTML5.
1 año de experiencia en desarrollo de aplicaciones Web usando ReactJS, Flux, Redux, Relay, entre otros.
Experiencia trabajando con otros Frameworks de Javascript tales como Angular, Backbone, Marionette.
Experiencia trabajando con ES2015 ES6 ES7.
Experiencia con comandos de línea, APIs y desempeño al lado del cliente.
Estar familiarizado con los conceptos básicos de programación, estructura de datos, tipos de variables e idiosincrasias.
Nivel de Inglés avanzado.
Qué Ofrecemos
Trabajo 100 remoto.
Equipo de hardware para trabajar desde casa.
Horarios flexibles crea tu propio horario.
Licencia parental, vacaciones y feriados remunerados.
Ambiente laboral diverso y multicultural.
Ambiente innovador, con la estructura y recursos de una importante multinacional.
Excelente remuneración, bastante por encima del promedio en el mercado.
Aquí puedes crecer al ritmo de tu curva de aprendizaje.
Nuestros empleados trabajan remotamente, pero lo hacen dentro de una cultura confiable y sólida que promueve diversidad y trabajo en equipo. Para continuar siendo la compañía de desarrollo de software líder en Latinoamérica, queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso, acogedor e innovador.
Todo miembro del equipo de BairesDev aporta algo único a nuestra compañía.
Queremos escuchar tu historia. Aplica ahora
Bolsa de trabajo Ecuador ofrecemos puesto de Desarrollador React Senior para el sector de Informática Telecomunicaciones en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Tiempo Completo.
Benefits of working as a Desarrollador React Senior Trabajo Remoto Ref. 0169S in Quito, Quito (canton):● Excellent benefits● Company offers career progression opportunities● Attractive package",Bairesdev Sa
18,"
Desarrollador React Frontend Trabajo Remoto Ref. 0169S - Urgent Position
","We are looking to hire a resourceful Desarrollador React Frontend Trabajo Remoto Ref. 0169S to join our incredible team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Desarrollador React Frontend Trabajo Remoto Ref. 0169S is a great opportunity to develop excellent skills.If you are strong in communication, problem-solving and have the right initiative for the job, then apply for the position of Desarrollador React Frontend Trabajo Remoto Ref. 0169S at BairesDev SA today!BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y clientes de talla mundial, somos tan fuertes como los equipos multiculturales en el corazón de nuestra empresa lo sean. Con el fin de entregar a nuestros clientes soluciones de la más alta calidad con consistencia, únicamente contratamos al 1 más destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantes.
Sobre la posición
Ser un Desarrollador React Frontend en nuestro equipo de Desarrollo es ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La Innovación es también el corazón de la estrategia en BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser un experto en tu stack tech en React, entonces probablemente seas uno de esos talentos únicos que estamos buscando para formar parte de nuestro equipo.
En esta posición, afrontarás numerosos retos técnicos, por lo que deberás utilizar las tecnologías actuales, involucrarse en el mundo de los móviles, de aplicaciones web, dispositivos, etc.
Actividades Principales
Diseñar soluciones prácticas para resolver problemas.
Participar en las revisiones de código y pruebas.
Proporcionar la tecnología para una plataforma que facilite las solicitudes mensuales.
Trabajar con Big Data y análisis predictivo en un sistema distribuido.
Colaborar con el equipo de Desarrollo, Product Owners, servicios al cliente, a fin de innovar y ejecutar tareas
Qué Buscamos
4 años de experiencia en React.
4 años de experiencia en desarrollo Front End con sólidas habilidades en JavaScript, CSS3 y HTML5.
1 año de experiencia en desarrollo de aplicaciones Web usando ReactJS, Flux, Redux, Relay, entre otros.
Experiencia trabajando con otros Frameworks de Javascript tales como Angular, Backbone, Marionette.
Experiencia trabajando con ES2015 ES6 ES7.
Experiencia con comandos de línea, APIs y desempeño al lado del cliente.
Estar familiarizado con los conceptos básicos de programación, estructura de datos, tipos de variables e idiosincrasias.
Nivel de Inglés avanzado.
Qué Ofrecemos
Trabajo 100 remoto.
Equipo de hardware para trabajar desde casa.
Horarios flexibles crea tu propio horario.
Licencia parental, vacaciones y feriados remunerados.
Ambiente laboral diverso y multicultural.
Ambiente innovador, con la estructura y recursos de una importante multinacional.
Excelente remuneración, bastante por encima del promedio en el mercado.
Aquí puedes crecer al ritmo de tu curva de aprendizaje.
Nuestros empleados trabajan remotamente, pero lo hacen dentro de una cultura confiable y sólida que promueve diversidad y trabajo en equipo. Para continuar siendo la compañía de desarrollo de software líder en Latinoamérica, queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso, acogedor e innovador.
Todo miembro del equipo de BairesDev aporta algo único a nuestra compañía.
Queremos escuchar tu historia. Aplica ahora
Bolsa de trabajo Ecuador ofrecemos puesto de Desarrollador React Frontend para el sector de Informática Telecomunicaciones en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Tiempo Completo.
Benefits of working as a Desarrollador React Frontend Trabajo Remoto Ref. 0169S in Quito, Quito (canton):● Excellent benefits● Company offers career progression opportunities● Attractive package",Bairesdev Sa
19,"
Desarrollador Junior de Software y Aplicativos. - Get Hired Fast
","We are looking to hire a brilliant Desarrollador Junior de Software y Aplicativos. to join our awesome team at S-INNOVATEC in Ambato, Ambato (canton).Growing your career as a Full Time Desarrollador Junior de Software y Aplicativos. is an incredible opportunity to develop productive skills.If you are strong in project management, problem-solving and have the right drive for the job, then apply for the position of Desarrollador Junior de Software y Aplicativos. at S-INNOVATEC today!? Desarrollo de Proyectos con Android Studio, Visual Studio Code. - Desarrollo de Web service SOAP - comunicación con sitio web e integrados con el erp - Desarrollo de Reportes - Creación Packages, Procedimientos y Funciones en PL/SQL en Base de Datos Oracle. - Creación de Objetos en la Base de Datos - Gestión de Proyectos de Desarrollo en la herramienta GLPI Competencias - Conocimiento de Bases de Datos y lenguaje de consultas estructurado(BASE DE DATOS ORACLE / MySQL). - Dominio de lenguajes de programacio?n (Paradigmas: Estructurados, Orientado a Objetos, etc.). - LENGUAJES DE PROGRAMACIÓN oPLSQL oC# oJAVA oPHP oJAVA SCRIPT - FRAMEWORKS oASP.NET - WINDOWS FORM / WEB FORMS - Desarrollo Web service SOAP - comunicación con sitio web y erp - Uso de IDES Android Studio, Visual Studio, Visual Studio Code. - Conocimiento de protocolos y lenguajes de comunicacio?n como XML, JSON. - Conocimiento de herramientas de control de versiones como GIT u otros. - Conocimiento de metodologi?as a?giles como SCRUM u otros. - Capacidad de aprender rápidamente nuevas tecnologías y software. Benefits of working as a Desarrollador Junior de Software y Aplicativos. in Ambato, Ambato (canton):● Learning opportunities● Company offers career progression opportunities● Competitive salary",S-Innovatec
20,"
Trabajo desde casa Desarrollador React Senior Ref. 0169S - Get Hired Fast
","We are looking for a motivated Trabajo desde casa Desarrollador React Senior Ref. 0169S to join our vibrant team at BairesDev SA in Guayaquil, Guayaquil (canton).Growing your career as a Full Time Trabajo desde casa Desarrollador React Senior Ref. 0169S is an amazing opportunity to develop useful skills.If you are strong in adaptability, communication and have the right mindset for the job, then apply for the position of Trabajo desde casa Desarrollador React Senior Ref. 0169S at BairesDev SA today!BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y clientes de talla mundial, somos tan fuertes como los equipos multiculturales en el corazón de nuestra empresa lo sean. Con el fin de entregar a nuestros clientes soluciones de la más alta calidad con consistencia, únicamente contratamos al 1 más destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantes.
Sobre la posición
Ser un Desarrollador React Senior en nuestro equipo de Desarrollo es ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La Innovación es también el corazón de la estrategia en BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser un experto en tu stack tech en React, entonces probablemente seas uno de esos talentos únicos que estamos buscando para formar parte de nuestro equipo.
En esta posición, afrontarás numerosos retos técnicos, por lo que deberás utilizar las tecnologías actuales, involucrarse en el mundo de los móviles, las aplicaciones web, dispositivos, etc.
Actividades Principales
Diseñar soluciones prácticas para resolver problemas.
Participar en las revisiones de código y pruebas.
Proporcionar la tecnología para una plataforma que facilite las solicitudes mensuales.
Trabajar con Big Data y análisis predictivo en un sistema distribuido.
Colaborar con el equipo de Desarrollo, Product Owners, servicios al cliente, a fin de innovar y ejecutar tareas.
Qué Buscamos
5 años de experiencia en React.
5 años de experiencia en desarrollo Frontend con sólidas habilidades en JavaScript, CSS3 y HTML5.
1 año de experiencia en desarrollo de aplicaciones Web usando ReactJS, Flux, Redux, Relay, entre otros.
Experiencia trabajando con otros Frameworks de Javascript tales como Angular, Backbone, Marionette.
Experiencia trabajando con ES2015 ES6 ES7.
Experiencia con comandos de línea, APIs y desempeño al lado del cliente.
Estar familiarizado con los conceptos básicos de programación, estructura de datos, tipos de variables e idiosincrasias.
Nivel de Inglés avanzado.
Qué Ofrecemos
Trabajo 100 remoto.
Equipo de hardware para trabajar desde casa.
Horarios flexibles crea tu propio horario.
Licencia parental, vacaciones y feriados remunerados.
Ambiente laboral diverso y multicultural.
Ambiente innovador, con la estructura y recursos de una importante multinacional.
Excelente remuneración, bastante por encima del promedio en el mercado.
Aquí puedes crecer al ritmo de tu curva de aprendizaje.
Nuestros empleados trabajan remotamente, pero lo hacen dentro de una cultura confiable y sólida que promueve diversidad y trabajo en equipo. Para continuar siendo la compañía de desarrollo de software líder en Latinoamérica, queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso, acogedor e innovador.
Todo miembro del equipo de BairesDev aporta algo único a nuestra compañía.
Queremos escuchar tu historia. Aplica ahora
Bolsa de trabajo Ecuador ofrecemos puesto de Trabajo desde casa Desarrollador React Senior para el sector de Informática Telecomunicaciones en la empresa BairesDev SA de Guayaquil. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Excellent benefits● Advancement opportunities● Advantageous package",Bairesdev Sa
21,"
Trabajo desde casa Desarrollador React Senior Ref. 0169S - Urgent Hiring
","We are on the lookout for a capable Trabajo desde casa Desarrollador React Senior Ref. 0169S to join our awesome team at BairesDev SA in Quito, Quito (canton).Growing your career as a Full Time Trabajo desde casa Desarrollador React Senior Ref. 0169S is a fantastic opportunity to develop relevant skills.If you are strong in adaptability, planning and have the right mindset for the job, then apply for the position of Trabajo desde casa Desarrollador React Senior Ref. 0169S at BairesDev SA today!BairesDev está orgullosa de ser la compañía de más rápido crecimiento en América. Con personal en cinco continentes y clientes de talla mundial, somos tan fuertes como los equipos multiculturales en el corazón de nuestra empresa lo sean. Con el fin de entregar a nuestros clientes soluciones de la más alta calidad con consistencia, únicamente contratamos al 1 más destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantes.
Sobre la posición
Ser un Desarrollador React Senior en nuestro equipo de Desarrollo es ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La Innovación es también el corazón de la estrategia en BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser un experto en tu stack tech en React, entonces probablemente seas uno de esos talentos únicos que estamos buscando para formar parte de nuestro equipo.
En esta posición, afrontarás numerosos retos técnicos, por lo que deberás utilizar las tecnologías actuales, involucrarse en el mundo de los móviles, las aplicaciones web, dispositivos, etc.
Actividades Principales
Diseñar soluciones prácticas para resolver problemas.
Participar en las revisiones de código y pruebas.
Proporcionar la tecnología para una plataforma que facilite las solicitudes mensuales.
Trabajar con Big Data y análisis predictivo en un sistema distribuido.
Colaborar con el equipo de Desarrollo, Product Owners, servicios al cliente, a fin de innovar y ejecutar tareas.
Qué Buscamos
5 años de experiencia en React.
5 años de experiencia en desarrollo Frontend con sólidas habilidades en JavaScript, CSS3 y HTML5.
1 año de experiencia en desarrollo de aplicaciones Web usando ReactJS, Flux, Redux, Relay, entre otros.
Experiencia trabajando con otros Frameworks de Javascript tales como Angular, Backbone, Marionette.
Experiencia trabajando con ES2015 ES6 ES7.
Experiencia con comandos de línea, APIs y desempeño al lado del cliente.
Estar familiarizado con los conceptos básicos de programación, estructura de datos, tipos de variables e idiosincrasias.
Nivel de Inglés avanzado.
Qué Ofrecemos
Trabajo 100 remoto.
Equipo de hardware para trabajar desde casa.
Horarios flexibles crea tu propio horario.
Licencia parental, vacaciones y feriados remunerados.
Ambiente laboral diverso y multicultural.
Ambiente innovador, con la estructura y recursos de una importante multinacional.
Excelente remuneración, bastante por encima del promedio en el mercado.
Aquí puedes crecer al ritmo de tu curva de aprendizaje.
Nuestros empleados trabajan remotamente, pero lo hacen dentro de una cultura confiable y sólida que promueve diversidad y trabajo en equipo. Para continuar siendo la compañía de desarrollo de software líder en Latinoamérica, queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso, acogedor e innovador.
Todo miembro del equipo de BairesDev aporta algo único a nuestra compañía.
Queremos escuchar tu historia. Aplica ahora
Bolsa de trabajo Ecuador ofrecemos puesto de Trabajo desde casa Desarrollador React Senior para el sector de Informática Telecomunicaciones en la empresa BairesDev SA de Quito. Salario acorde a tu experiencia y al salario medio del sector. Actualiza ahora tu currículum vitae y postúlate a este empleo. Tipo de empleo Desde Casa.
Company Benefits:● Excellent benefits● Advancement opportunities● Attractive package",Bairesdev Sa
